,TEAM,Team_id,year,month,FGA,FG_P,3PA,3P_P,OFFRTG,DEFRTG,REB_P,AST/TO,PACE
1020,Orlando Magic,Orlando Magic_11_2015,2015,11,87.7,43.8,23.1,36.6,104.0,101.4,50.9,1.56,95.44
1021,Atlanta Hawks,Atlanta Hawks_11_2015,2015,11,83.1,45.6,27.1,35.4,106.0,103.4,49.0,1.73,96.85
1022,Boston Celtics,Boston Celtics_11_2015,2015,11,88.6,43.3,28.4,31.9,102.9,98.0,50.0,1.5,98.56
1023,Dallas Mavericks,Dallas Mavericks_11_2015,2015,11,81.8,44.5,25.9,31.1,102.1,102.0,48.3,1.51,97.94
1024,Oklahoma City Thunder,Oklahoma City Thunder_11_2015,2015,11,85.3,46.9,22.7,36.6,108.8,102.5,52.5,1.33,98.22
1025,Toronto Raptors,Toronto Raptors_11_2015,2015,11,81.1,43.5,21.9,35.9,105.2,102.3,51.8,1.22,93.88
1026,Memphis Grizzlies,Memphis Grizzlies_11_2015,2015,11,81.6,42.3,18.1,31.7,99.8,103.4,49.2,1.4,96.27
1027,Los Angeles Clippers,Los Angeles Clippers_11_2015,2015,11,81.7,45.9,22.5,34.0,104.9,104.2,46.9,1.66,97.63
1028,Utah Jazz,Utah Jazz_11_2015,2015,11,81.1,43.9,20.8,35.4,103.6,104.6,50.7,1.17,93.0
1029,Houston Rockets,Houston Rockets_11_2015,2015,11,83.9,43.0,31.3,31.9,103.8,108.3,49.1,1.22,97.72
1030,Milwaukee Bucks,Milwaukee Bucks_11_2015,2015,11,79.6,45.2,19.8,37.0,102.1,108.4,46.5,1.52,92.27
1031,Phoenix Suns,Phoenix Suns_11_2015,2015,11,88.0,45.2,26.5,41.5,106.8,106.0,50.7,1.27,100.54
1032,Detroit Pistons,Detroit Pistons_11_2015,2015,11,87.7,42.1,25.9,30.6,99.7,101.9,51.1,1.24,96.13
1033,Minnesota Timberwolves,Minnesota Timberwolves_11_2015,2015,11,83.3,44.8,16.4,34.6,102.3,103.4,51.8,1.33,97.41
1034,New York Knicks,New York Knicks_11_2015,2015,11,84.0,41.3,21.7,33.5,100.9,104.6,50.4,1.38,92.26
1035,Portland Trail Blazers,Portland Trail Blazers_11_2015,2015,11,83.9,44.4,25.2,34.7,104.0,104.9,51.6,1.33,95.7
1036,Sacramento Kings,Sacramento Kings_11_2015,2015,11,85.2,45.3,23.1,37.7,103.7,107.7,49.3,1.42,99.2
1037,Washington Wizards,Washington Wizards_11_2015,2015,11,83.4,42.6,24.7,34.9,98.1,105.6,48.4,1.42,99.45
1038,Denver Nuggets,Denver Nuggets_11_2015,2015,11,83.8,43.0,22.6,32.4,100.9,109.0,50.5,1.35,96.16
1039,Brooklyn Nets,Brooklyn Nets_11_2015,2015,11,87.2,44.1,16.8,31.1,99.1,103.3,50.9,1.34,97.67
1040,New Orleans Pelicans,New Orleans Pelicans_11_2015,2015,11,84.5,44.5,26.1,34.4,103.0,108.6,48.5,1.61,98.29
1041,Los Angeles Lakers,Los Angeles Lakers_11_2015,2015,11,83.4,40.9,24.3,32.1,98.2,107.2,48.4,1.31,96.68
1042,Philadelphia 76ers,Philadelphia 76ers_11_2015,2015,11,82.1,42.0,27.1,31.6,93.7,104.4,47.9,1.04,98.03
1043,San Antonio Spurs,San Antonio Spurs_12_2015,2015,12,80.9,50.7,18.3,39.2,112.6,92.9,54.5,1.86,93.81
1044,Golden State Warriors,Golden State Warriors_12_2015,2015,12,86.8,47.3,28.7,41.0,110.2,102.6,50.6,1.72,100.58
1045,Oklahoma City Thunder,Oklahoma City Thunder_12_2015,2015,12,83.3,48.7,19.3,34.5,113.5,102.7,53.2,1.53,94.64
1046,Los Angeles Clippers,Los Angeles Clippers_12_2015,2015,12,82.6,45.1,26.3,37.1,105.7,102.8,48.4,1.75,96.03
1047,Orlando Magic,Orlando Magic_12_2015,2015,12,82.7,48.1,19.7,36.9,106.6,102.8,50.6,1.59,93.93
1048,Atlanta Hawks,Atlanta Hawks_12_2015,2015,12,82.7,46.3,25.7,31.9,105.3,103.4,46.4,1.72,96.5
1049,Dallas Mavericks,Dallas Mavericks_12_2015,2015,12,85.3,45.1,30.2,38.8,108.8,105.5,49.5,1.74,95.3
1050,Cleveland Cavaliers,Cleveland Cavaliers_12_2015,2015,12,82.4,42.7,27.4,33.1,101.7,98.9,49.1,1.38,93.14
1051,Detroit Pistons,Detroit Pistons_12_2015,2015,12,89.5,44.2,26.7,36.5,106.3,103.4,51.7,1.36,96.58
1052,Toronto Raptors,Toronto Raptors_12_2015,2015,12,81.5,43.7,24.3,32.9,105.4,103.1,51.2,1.5,93.32
1053,Boston Celtics,Boston Celtics_12_2015,2015,12,88.4,44.1,26.8,34.9,104.2,100.4,49.3,1.7,99.06
1054,Houston Rockets,Houston Rockets_12_2015,2015,12,81.2,46.1,29.9,39.1,108.0,104.2,49.1,1.37,99.06
1055,Chicago Bulls,Chicago Bulls_12_2015,2015,12,89.8,43.6,21.3,33.4,103.5,102.1,52.8,1.47,96.32
1056,Miami Heat,Miami Heat_12_2015,2015,12,78.3,47.7,20.7,35.2,104.9,106.1,49.3,1.47,91.79
1057,Charlotte Hornets,Charlotte Hornets_12_2015,2015,12,84.4,42.5,31.6,33.9,104.6,103.2,50.5,1.62,97.1
1058,Memphis Grizzlies,Memphis Grizzlies_12_2015,2015,12,82.3,44.9,16.3,31.0,103.6,106.2,49.1,1.7,92.77
1059,Washington Wizards,Washington Wizards_12_2015,2015,12,84.4,46.6,23.9,38.0,105.2,105.5,47.9,1.73,98.31
1060,New York Knicks,New York Knicks_12_2015,2015,12,82.0,45.2,21.7,32.8,104.6,105.6,50.1,1.48,94.97
1061,Indiana Pacers,Indiana Pacers_12_2015,2015,12,86.9,44.4,26.1,34.2,104.6,104.2,49.5,1.3,97.54
1062,Portland Trail Blazers,Portland Trail Blazers_12_2015,2015,12,85.8,44.3,29.9,36.7,107.0,108.1,52.9,1.41,95.15
1063,Denver Nuggets,Denver Nuggets_12_2015,2015,12,86.1,44.7,25.7,36.6,106.4,109.9,51.3,1.7,94.78
1064,New Orleans Pelicans,New Orleans Pelicans_12_2015,2015,12,82.1,45.2,23.0,37.1,105.2,107.1,49.0,1.49,95.61
1065,Utah Jazz,Utah Jazz_12_2015,2015,12,80.7,43.4,25.9,36.0,106.0,108.2,51.5,1.21,91.56
1066,Sacramento Kings,Sacramento Kings_12_2015,2015,12,83.8,45.6,23.7,34.1,101.8,105.0,49.4,1.44,100.73
1067,Milwaukee Bucks,Milwaukee Bucks_12_2015,2015,12,84.5,47.0,13.6,34.1,102.3,107.4,49.7,1.57,96.78
1068,Brooklyn Nets,Brooklyn Nets_12_2015,2015,12,85.3,45.7,17.5,34.6,102.1,108.0,50.7,1.52,95.83
1069,Minnesota Timberwolves,Minnesota Timberwolves_12_2015,2015,12,81.6,44.9,15.0,32.1,102.4,108.1,48.4,1.51,95.51
1070,Los Angeles Lakers,Los Angeles Lakers_12_2015,2015,12,86.8,41.5,25.5,32.1,99.0,111.0,47.3,1.32,96.96
1071,Phoenix Suns,Phoenix Suns_12_2015,2015,12,83.6,45.1,24.5,36.5,101.8,108.0,48.5,1.23,97.38
1072,Philadelphia 76ers,Philadelphia 76ers_12_2015,2015,12,81.3,42.7,26.3,32.3,96.3,107.9,48.7,1.05,98.22
1073,Golden State Warriors,Golden State Warriors_1_2016,2016,1,86.9,50.5,30.5,43.9,115.7,102.1,50.9,2.13,100.19
1074,Toronto Raptors,Toronto Raptors_1_2016,2016,1,81.7,46.7,23.1,40.2,112.5,104.0,53.4,1.41,93.09
1075,San Antonio Spurs,San Antonio Spurs_1_2016,2016,1,85.5,50.2,17.8,41.8,115.8,102.3,51.3,2.14,95.73
1076,Cleveland Cavaliers,Cleveland Cavaliers_1_2016,2016,1,84.3,47.3,28.5,36.6,113.9,105.4,53.2,1.85,93.08
1077,Oklahoma City Thunder,Oklahoma City Thunder_1_2016,2016,1,87.4,47.2,23.4,36.9,112.8,104.9,53.7,1.53,97.86
1078,Los Angeles Clippers,Los Angeles Clippers_1_2016,2016,1,84.6,47.3,29.3,39.3,109.8,101.7,47.3,2.01,96.7
1079,Memphis Grizzlies,Memphis Grizzlies_1_2016,2016,1,81.6,44.0,18.2,38.0,106.4,105.0,48.9,1.66,92.27
1080,Portland Trail Blazers,Portland Trail Blazers_1_2016,2016,1,87.8,45.4,29.6,35.3,108.5,106.8,50.9,1.73,95.96
1081,New Orleans Pelicans,New Orleans Pelicans_1_2016,2016,1,89.6,44.9,25.6,37.9,108.5,104.3,50.9,1.95,96.46
1082,Houston Rockets,Houston Rockets_1_2016,2016,1,82.7,45.3,31.8,36.2,109.1,110.7,49.6,1.45,96.77
1083,Sacramento Kings,Sacramento Kings_1_2016,2016,1,87.3,47.1,21.9,35.6,108.3,106.7,53.7,1.59,100.35
1084,Boston Celtics,Boston Celtics_1_2016,2016,1,91.4,43.8,27.4,34.1,107.1,102.6,48.7,1.95,100.3
1085,Miami Heat,Miami Heat_1_2016,2016,1,79.5,45.8,17.7,31.6,100.8,102.7,50.3,1.39,92.64
1086,Chicago Bulls,Chicago Bulls_1_2016,2016,1,87.7,44.3,19.0,34.9,105.6,106.4,52.1,1.5,96.0
1087,Dallas Mavericks,Dallas Mavericks_1_2016,2016,1,84.1,43.2,28.3,32.5,102.7,105.3,47.2,1.63,92.79
1088,New York Knicks,New York Knicks_1_2016,2016,1,85.6,44.9,19.8,34.8,107.0,109.3,49.0,1.79,93.33
1089,Detroit Pistons,Detroit Pistons_1_2016,2016,1,86.5,45.0,26.1,33.4,108.4,107.0,52.7,1.53,95.47
1090,Indiana Pacers,Indiana Pacers_1_2016,2016,1,84.7,45.3,21.7,30.5,102.5,101.8,48.7,1.32,97.8
1091,Milwaukee Bucks,Milwaukee Bucks_1_2016,2016,1,81.1,46.3,12.7,30.4,104.9,107.8,51.3,1.45,93.72
1092,Utah Jazz,Utah Jazz_1_2016,2016,1,79.7,46.1,25.9,36.6,107.0,103.4,50.8,1.37,90.06
1093,Washington Wizards,Washington Wizards_1_2016,2016,1,85.3,46.8,24.1,36.5,107.0,108.7,48.7,1.86,97.23
1094,Atlanta Hawks,Atlanta Hawks_1_2016,2016,1,84.7,45.2,27.7,33.7,101.8,100.8,46.0,1.59,98.18
1095,Denver Nuggets,Denver Nuggets_1_2016,2016,1,84.2,43.0,22.2,32.1,105.9,107.9,51.1,1.57,96.1
1096,Charlotte Hornets,Charlotte Hornets_1_2016,2016,1,86.5,40.5,30.5,34.7,102.6,106.9,49.3,1.56,94.57
1097,Philadelphia 76ers,Philadelphia 76ers_1_2016,2016,1,85.1,46.4,22.8,36.4,100.8,107.1,47.5,1.54,97.64
1098,Brooklyn Nets,Brooklyn Nets_1_2016,2016,1,80.9,44.3,17.8,33.7,98.7,108.9,47.5,1.46,93.5
1099,Los Angeles Lakers,Los Angeles Lakers_1_2016,2016,1,83.5,40.6,22.0,29.1,97.8,108.2,48.4,1.25,96.18
1100,Orlando Magic,Orlando Magic_1_2016,2016,1,83.1,43.7,22.8,34.8,99.4,109.1,48.4,1.5,93.48
1101,Phoenix Suns,Phoenix Suns_1_2016,2016,1,83.3,42.0,24.6,33.3,97.4,111.8,49.6,1.22,97.39
1102,Minnesota Timberwolves,Minnesota Timberwolves_1_2016,2016,1,79.1,46.2,14.8,31.2,104.3,111.1,49.5,1.5,93.27
1103,San Antonio Spurs,San Antonio Spurs_2_2016,2016,2,83.2,49.3,18.3,44.1,111.4,101.7,50.1,1.87,96.08
1104,Golden State Warriors,Golden State Warriors_2_2016,2016,2,90.9,47.9,33.6,38.7,111.9,106.5,48.1,1.94,104.41
1105,Portland Trail Blazers,Portland Trail Blazers_2_2016,2016,2,86.0,46.9,28.5,38.7,111.1,103.2,50.7,1.49,98.57
1106,Boston Celtics,Boston Celtics_2_2016,2016,2,90.6,46.0,24.0,33.3,109.1,105.2,49.3,2.04,100.59
1107,Charlotte Hornets,Charlotte Hornets_2_2016,2016,2,81.3,45.5,29.1,35.7,105.9,101.7,50.4,1.55,95.55
1108,Los Angeles Clippers,Los Angeles Clippers_2_2016,2016,2,83.5,46.6,29.0,35.7,108.6,101.2,49.5,1.49,97.12
1109,Memphis Grizzlies,Memphis Grizzlies_2_2016,2016,2,80.9,48.9,21.5,35.2,112.3,107.5,49.0,1.85,92.88
1110,Toronto Raptors,Toronto Raptors_2_2016,2016,2,80.6,46.9,23.4,38.5,114.0,111.7,49.5,1.77,92.32
1111,Cleveland Cavaliers,Cleveland Cavaliers_2_2016,2016,2,85.7,46.2,28.8,36.4,110.9,105.6,51.2,1.73,94.28
1112,Washington Wizards,Washington Wizards_2_2016,2016,2,87.3,46.0,24.6,33.1,105.1,103.0,48.2,1.91,100.11
1113,Atlanta Hawks,Atlanta Hawks_2_2016,2016,2,87.8,46.2,30.4,36.5,104.2,97.3,49.5,1.73,98.12
1114,Miami Heat,Miami Heat_2_2016,2016,2,87.4,45.4,13.7,25.8,103.3,103.6,54.8,1.53,97.17
1115,Oklahoma City Thunder,Oklahoma City Thunder_2_2016,2016,2,88.3,48.6,26.8,34.9,114.5,110.3,54.7,1.56,98.7
1116,Utah Jazz,Utah Jazz_2_2016,2016,2,80.6,45.1,20.7,31.6,103.6,103.7,51.9,1.19,93.15
1117,Detroit Pistons,Detroit Pistons_2_2016,2016,2,83.5,45.1,27.6,36.9,106.0,105.3,50.8,1.45,95.25
1118,Indiana Pacers,Indiana Pacers_2_2016,2016,2,87.5,44.9,20.4,33.2,102.9,104.5,49.7,1.5,96.57
1119,Milwaukee Bucks,Milwaukee Bucks_2_2016,2016,2,84.4,48.0,15.9,37.1,103.2,104.3,50.0,1.41,98.28
1120,Minnesota Timberwolves,Minnesota Timberwolves_2_2016,2016,2,81.0,47.6,15.7,35.3,112.7,116.7,51.2,1.85,96.5
1121,Brooklyn Nets,Brooklyn Nets_2_2016,2016,2,80.8,47.7,18.8,42.5,106.3,109.3,49.6,1.48,97.21
1122,Denver Nuggets,Denver Nuggets_2_2016,2016,2,85.0,45.3,22.8,31.9,104.0,104.3,52.0,1.46,98.11
1123,New Orleans Pelicans,New Orleans Pelicans_2_2016,2016,2,86.8,45.2,21.2,32.3,105.6,110.9,48.9,1.77,97.54
1124,Orlando Magic,Orlando Magic_2_2016,2016,2,90.7,45.1,23.1,34.7,105.2,107.5,50.6,1.79,99.89
1125,Dallas Mavericks,Dallas Mavericks_2_2016,2016,2,84.5,44.6,29.6,36.8,110.5,111.1,46.9,2.23,95.04
1126,Houston Rockets,Houston Rockets_2_2016,2016,2,82.9,45.0,32.8,34.5,106.8,108.5,47.5,1.36,100.11
1127,Sacramento Kings,Sacramento Kings_2_2016,2016,2,88.5,47.0,22.0,36.4,107.5,113.0,49.4,1.66,102.41
1128,Chicago Bulls,Chicago Bulls_2_2016,2016,2,88.9,44.9,19.5,39.3,104.2,109.4,48.9,1.85,97.49
1129,Los Angeles Lakers,Los Angeles Lakers_2_2016,2016,2,84.2,43.0,27.3,37.0,111.1,116.3,49.4,1.44,95.85
1130,New York Knicks,New York Knicks_2_2016,2016,2,82.4,43.8,21.7,34.3,103.3,109.2,51.3,1.37,94.59
1131,Phoenix Suns,Phoenix Suns_2_2016,2016,2,84.9,42.4,25.8,33.7,101.5,112.4,50.9,1.18,100.05
1132,Philadelphia 76ers,Philadelphia 76ers_2_2016,2016,2,83.0,46.0,26.7,34.4,101.2,113.6,45.5,1.25,100.01
1133,Golden State Warriors,Golden State Warriors_3_2016,2016,3,87.8,47.9,33.5,39.8,114.3,104.1,51.5,2.04,98.56
1134,Charlotte Hornets,Charlotte Hornets_3_2016,2016,3,85.3,46.1,28.8,40.4,112.4,103.7,50.9,2.07,97.06
1135,San Antonio Spurs,San Antonio Spurs_3_2016,2016,3,83.0,47.6,19.1,33.0,108.4,99.6,50.3,1.96,93.34
1136,Atlanta Hawks,Atlanta Hawks_3_2016,2016,3,84.2,46.5,30.9,36.6,108.0,99.1,47.2,1.96,96.81
1137,Cleveland Cavaliers,Cleveland Cavaliers_3_2016,2016,3,84.6,46.6,34.3,35.3,114.2,106.4,52.5,1.7,94.31
1138,Oklahoma City Thunder,Oklahoma City Thunder_3_2016,2016,3,86.1,47.6,25.1,31.7,112.1,104.5,56.4,1.46,97.38
1139,Toronto Raptors,Toronto Raptors_3_2016,2016,3,81.8,44.8,23.8,37.5,111.4,106.7,52.8,1.47,93.22
1140,Miami Heat,Miami Heat_3_2016,2016,3,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
1141,Detroit Pistons,Detroit Pistons_3_2016,2016,3,85.7,45.3,25.0,32.8,107.8,109.1,54.0,1.6,96.07
1142,Utah Jazz,Utah Jazz_3_2016,2016,3,80.8,44.9,25.5,37.3,105.2,100.7,53.7,1.33,91.65
1143,Indiana Pacers,Indiana Pacers_3_2016,2016,3,83.8,44.0,22.2,34.8,101.9,103.6,48.4,1.56,96.56
1144,Denver Nuggets,Denver Nuggets_3_2016,2016,3,86.7,45.9,23.9,36.5,109.9,109.9,52.2,1.66,96.23
1145,Boston Celtics,Boston Celtics_3_2016,2016,3,88.9,42.8,24.4,33.6,106.2,106.8,50.2,1.57,97.82
1146,Houston Rockets,Houston Rockets_3_2016,2016,3,84.4,46.2,28.7,31.8,108.1,106.8,49.7,1.49,98.31
1147,Los Angeles Clippers,Los Angeles Clippers_3_2016,2016,3,80.6,46.3,29.3,35.8,107.8,106.5,44.5,1.84,96.19
1148,Portland Trail Blazers,Portland Trail Blazers_3_2016,2016,3,86.5,43.9,29.6,38.9,108.8,109.9,50.2,1.48,98.59
1149,Chicago Bulls,Chicago Bulls_3_2016,2016,3,86.9,44.5,23.3,39.4,104.6,108.7,49.3,1.82,96.79
1150,Washington Wizards,Washington Wizards_3_2016,2016,3,87.8,46.7,23.4,36.3,103.6,103.6,50.5,1.6,99.34
1151,Milwaukee Bucks,Milwaukee Bucks_3_2016,2016,3,80.5,47.4,14.5,34.9,105.6,108.0,46.7,1.69,93.27
1152,Minnesota Timberwolves,Minnesota Timberwolves_3_2016,2016,3,82.2,48.1,18.4,34.8,106.1,110.1,47.7,1.58,98.1
1153,Memphis Grizzlies,Memphis Grizzlies_3_2016,2016,3,87.9,42.8,18.6,30.3,104.0,110.2,50.4,1.34,95.07
1154,Orlando Magic,Orlando Magic_3_2016,2016,3,88.2,46.0,22.2,33.7,105.3,107.6,48.1,1.88,99.03
1155,Sacramento Kings,Sacramento Kings_3_2016,2016,3,84.6,47.5,21.2,35.0,105.1,106.1,47.8,1.56,100.68
1156,Dallas Mavericks,Dallas Mavericks_3_2016,2016,3,87.8,46.0,27.9,35.2,108.0,111.2,48.8,1.92,97.18
1157,Los Angeles Lakers,Los Angeles Lakers_3_2016,2016,3,85.3,42.3,24.0,30.3,102.5,110.1,49.0,1.41,95.4
1158,New York Knicks,New York Knicks_3_2016,2016,3,83.0,44.3,21.9,36.3,102.3,106.0,49.8,1.63,94.23
1159,Phoenix Suns,Phoenix Suns_3_2016,2016,3,85.9,42.4,27.8,31.3,99.4,108.2,51.0,1.2,100.28
1160,New Orleans Pelicans,New Orleans Pelicans_3_2016,2016,3,86.7,43.7,23.0,36.1,101.8,107.1,49.7,1.59,99.24
1161,Brooklyn Nets,Brooklyn Nets_3_2016,2016,3,83.8,48.0,18.5,37.4,108.4,115.5,49.7,1.63,96.36
1162,Philadelphia 76ers,Philadelphia 76ers_3_2016,2016,3,88.8,41.1,30.7,33.4,100.4,110.6,44.0,1.78,99.17
1163,Indiana Pacers,Indiana Pacers_4_2016,2016,4,83.4,49.3,24.7,38.7,110.7,102.1,52.7,1.69,97.5
1164,Los Angeles Clippers,Los Angeles Clippers_4_2016,2016,4,82.3,48.3,23.9,38.9,106.8,97.2,47.0,1.94,95.37
1165,Toronto Raptors,Toronto Raptors_4_2016,2016,4,80.9,46.2,24.3,37.1,110.3,104.5,52.0,1.56,91.31
1166,Boston Celtics,Boston Celtics_4_2016,2016,4,86.9,44.9,23.9,33.5,107.3,105.3,50.2,2.12,99.5
1167,Dallas Mavericks,Dallas Mavericks_4_2016,2016,4,77.1,42.8,32.7,32.8,103.4,100.0,50.9,1.44,90.71
1168,Golden State Warriors,Golden State Warriors_4_2016,2016,4,86.1,49.9,34.7,42.0,112.3,105.3,50.7,1.7,98.46
1169,Washington Wizards,Washington Wizards_4_2016,2016,4,88.3,48.1,25.3,35.0,109.4,104.0,51.1,1.97,101.21
1170,Houston Rockets,Houston Rockets_4_2016,2016,4,89.2,49.0,33.5,37.3,115.7,103.0,49.5,1.74,100.0
1171,Portland Trail Blazers,Portland Trail Blazers_4_2016,2016,4,85.0,47.3,27.2,40.5,112.5,110.3,49.0,1.43,99.08
1172,Charlotte Hornets,Charlotte Hornets_4_2016,2016,4,83.6,45.0,30.6,36.7,110.3,106.0,48.9,2.01,95.75
1173,Miami Heat,Miami Heat_4_2016,2016,4,86.1,47.6,18.8,36.0,109.8,106.2,51.0,1.49,94.56
1174,Chicago Bulls,Chicago Bulls_4_2016,2016,4,80.9,46.8,23.6,38.2,110.7,111.5,50.9,1.71,93.36
1175,Cleveland Cavaliers,Cleveland Cavaliers_4_2016,2016,4,84.7,47.6,31.3,41.6,112.1,106.6,51.3,1.75,94.27
1176,Detroit Pistons,Detroit Pistons_4_2016,2016,4,81.3,42.4,26.4,40.0,104.5,106.3,50.0,1.54,93.75
1177,Minnesota Timberwolves,Minnesota Timberwolves_4_2016,2016,4,81.3,49.0,20.6,38.2,108.7,108.2,48.3,1.81,96.7
1178,San Antonio Spurs,San Antonio Spurs_4_2016,2016,4,80.7,43.9,17.3,28.9,103.4,103.4,49.1,1.81,91.85
1179,Atlanta Hawks,Atlanta Hawks_4_2016,2016,4,87.0,43.5,31.5,36.0,99.8,98.6,48.3,1.47,101.41
1180,Orlando Magic,Orlando Magic_4_2016,2016,4,86.6,48.7,20.6,34.0,108.2,111.3,47.3,1.95,99.0
1181,Phoenix Suns,Phoenix Suns_4_2016,2016,4,89.7,43.3,26.4,33.0,103.4,103.1,55.8,1.17,101.71
1182,Sacramento Kings,Sacramento Kings_4_2016,2016,4,87.3,44.8,23.9,37.1,104.2,110.0,47.9,1.4,99.5
1183,Utah Jazz,Utah Jazz_4_2016,2016,4,77.4,47.0,27.3,33.5,104.8,101.4,49.9,1.4,90.02
1184,New York Knicks,New York Knicks_4_2016,2016,4,86.3,43.1,22.8,38.0,102.3,105.3,51.2,1.58,93.75
1185,Oklahoma City Thunder,Oklahoma City Thunder_4_2016,2016,4,87.3,46.4,29.3,35.2,112.2,105.1,54.9,1.27,98.46
1186,Milwaukee Bucks,Milwaukee Bucks_4_2016,2016,4,85.0,47.2,16.9,28.8,100.6,109.1,51.5,1.48,97.76
1187,New Orleans Pelicans,New Orleans Pelicans_4_2016,2016,4,83.1,47.3,23.3,39.3,107.7,115.4,49.4,1.69,97.14
1188,Denver Nuggets,Denver Nuggets_4_2016,2016,4,88.0,43.0,26.6,28.6,100.8,111.7,48.9,1.79,97.6
1189,Los Angeles Lakers,Los Angeles Lakers_4_2016,2016,4,84.7,39.5,24.0,31.0,96.0,109.5,48.0,1.21,97.5
1190,Memphis Grizzlies,Memphis Grizzlies_4_2016,2016,4,90.6,42.0,20.9,33.6,105.2,113.7,52.0,1.48,93.86
1191,Philadelphia 76ers,Philadelphia 76ers_4_2016,2016,4,86.6,41.3,37.6,37.3,103.0,109.6,44.0,2.03,97.69
1192,Brooklyn Nets,Brooklyn Nets_4_2016,2016,4,92.6,40.9,26.1,34.4,102.1,116.5,48.0,1.8,97.29
1193,Atlanta Hawks,Atlanta Hawks_10_2016,2016,10,84.0,47.2,25.3,36.8,109.1,89.9,54.4,1.8,98.83
1194,Chicago Bulls,Chicago Bulls_10_2016,2016,10,89.0,47.2,24.3,42.5,115.6,97.6,57.9,1.93,98.33
1195,Cleveland Cavaliers,Cleveland Cavaliers_10_2016,2016,10,87.0,43.7,34.7,34.6,107.5,94.2,47.2,1.62,98.17
1196,Los Angeles Clippers,Los Angeles Clippers_10_2016,2016,10,84.7,43.7,24.0,27.8,106.0,92.7,51.6,1.35,100.17
1197,Oklahoma City Thunder,Oklahoma City Thunder_10_2016,2016,10,95.0,43.5,23.0,29.0,103.1,94.4,53.4,1.17,103.09
1198,San Antonio Spurs,San Antonio Spurs_10_2016,2016,10,85.5,45.3,21.0,45.2,115.1,96.9,53.9,1.82,95.25
1199,Boston Celtics,Boston Celtics_10_2016,2016,10,82.0,50.8,28.7,39.5,110.2,108.5,48.0,1.89,98.33
1200,Charlotte Hornets,Charlotte Hornets_10_2016,2016,10,86.7,41.2,25.7,29.9,105.6,102.8,48.8,2.56,94.83
1201,Detroit Pistons,Detroit Pistons_10_2016,2016,10,89.0,45.7,20.3,26.2,104.2,95.8,53.9,1.6,95.17
1202,Golden State Warriors,Golden State Warriors_10_2016,2016,10,86.3,45.9,30.0,26.7,105.5,110.3,44.6,1.8,103.67
1203,Houston Rockets,Houston Rockets_10_2016,2016,10,79.0,46.8,30.7,35.9,108.3,107.6,50.5,1.29,96.17
1204,Memphis Grizzlies,Memphis Grizzlies_10_2016,2016,10,84.7,44.1,26.7,43.8,109.7,109.1,50.7,1.59,92.78
1205,Portland Trail Blazers,Portland Trail Blazers_10_2016,2016,10,86.0,47.7,23.0,39.1,108.1,107.8,47.7,1.47,99.22
1206,Toronto Raptors,Toronto Raptors_10_2016,2016,10,88.0,44.3,16.7,22.0,106.3,100.3,53.4,1.18,95.5
1207,New York Knicks,New York Knicks_10_2016,2016,10,81.5,44.2,24.0,31.3,100.5,111.6,47.3,1.32,99.0
1208,Sacramento Kings,Sacramento Kings_10_2016,2016,10,79.0,46.5,22.5,34.4,109.1,109.5,50.8,1.55,93.0
1209,Denver Nuggets,Denver Nuggets_10_2016,2016,10,88.0,40.9,23.0,33.3,101.3,101.6,55.8,1.02,102.28
1210,Indiana Pacers,Indiana Pacers_10_2016,2016,10,93.0,45.5,20.3,39.3,104.5,110.0,48.1,2.05,100.19
1211,Los Angeles Lakers,Los Angeles Lakers_10_2016,2016,10,86.7,43.1,30.0,31.1,101.3,108.8,50.3,1.04,99.67
1212,Miami Heat,Miami Heat_10_2016,2016,10,87.7,44.1,23.3,35.7,103.5,104.9,51.3,1.48,95.5
1213,Milwaukee Bucks,Milwaukee Bucks_10_2016,2016,10,89.0,42.7,18.3,27.3,99.7,107.6,46.2,2.06,96.83
1214,Utah Jazz,Utah Jazz_10_2016,2016,10,76.7,43.5,22.7,30.9,100.7,105.1,47.7,1.11,91.5
1215,Brooklyn Nets,Brooklyn Nets_10_2016,2016,10,91.0,41.5,35.5,28.9,101.7,108.6,48.2,1.22,102.25
1216,Dallas Mavericks,Dallas Mavericks_10_2016,2016,10,90.0,41.5,36.0,34.3,103.0,108.2,48.5,1.47,97.61
1217,Minnesota Timberwolves,Minnesota Timberwolves_10_2016,2016,10,78.0,46.8,20.0,32.5,112.3,113.7,48.4,1.56,90.5
1218,New Orleans Pelicans,New Orleans Pelicans_10_2016,2016,10,92.7,42.1,21.0,19.0,94.2,104.8,46.6,2.06,104.17
1219,Orlando Magic,Orlando Magic_10_2016,2016,10,89.3,39.2,24.0,30.6,97.2,112.2,49.1,1.49,95.17
1220,Philadelphia 76ers,Philadelphia 76ers_10_2016,2016,10,82.0,39.0,21.0,28.6,84.5,103.0,47.2,1.09,100.25
1221,Phoenix Suns,Phoenix Suns_10_2016,2016,10,86.3,43.5,20.5,26.8,95.5,106.7,48.4,1.11,102.46
1222,Washington Wizards,Washington Wizards_10_2016,2016,10,90.0,43.3,22.5,24.4,101.0,111.3,46.1,1.33,95.76
1223,Golden State Warriors,Golden State Warriors_11_2016,2016,11,86.5,51.0,31.9,40.6,118.5,102.5,50.8,2.16,100.6
