,Game_Result,Team1_FGA,Team1_FG_P,Team1_3PA,Team1_3P_P,Team1_OFFRTG,Team1_DEFRTG,Team1_REB_P,Team1_AST/TO,Team1_PACE,Team2_FGA,Team2_FG_P,Team2_3PA,Team2_3P_P,Team2_OFFRTG,Team2_DEFRTG,Team2_REB_P,Team2_AST/TO,Team2_PACE
10643,1,82.2,47.0,17.4,34.6,109.6,107.2,50.0,1.8,92.12,78.2,46.8,15.3,33.5,105.7,101.7,48.4,1.46,89.46
10720,1,81.1,44.8,23.6,35.9,103.1,105.3,48.1,1.58,92.99,78.2,46.8,15.3,33.5,105.7,101.7,48.4,1.46,89.46
10761,1,82.4,44.7,13.8,33.7,102.7,104.3,49.4,1.91,90.61,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10769,1,80.2,44.7,19.3,35.9,106.1,101.8,50.3,1.14,93.63,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10783,0,80.4,44.8,15.5,35.1,105.3,100.4,50.4,1.39,89.63,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10803,1,79.1,45.3,17.0,35.3,102.1,104.2,48.9,1.22,91.89,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10819,0,76.9,47.0,14.7,39.5,100.9,94.5,49.3,1.59,91.03,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10844,1,78.2,41.0,12.6,27.7,92.3,111.8,48.4,1.22,91.03,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10888,1,76.7,43.5,16.1,35.4,98.6,100.2,53.2,1.32,88.11,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10900,1,84.4,42.9,18.5,35.4,101.9,95.2,53.7,1.64,88.83,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10911,0,82.6,45.7,17.1,32.8,102.0,100.4,49.7,1.46,93.6,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10921,1,87.8,43.4,22.8,36.7,103.7,105.1,48.3,1.77,93.33,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10958,1,81.1,46.8,26.2,41.1,110.3,104.7,48.6,1.6,90.81,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
10965,1,81.1,46.8,26.2,41.1,110.3,104.7,48.6,1.6,90.81,79.3,43.1,17.4,30.9,98.5,98.1,51.6,1.07,90.38
11028,1,73.0,43.8,24.0,25.0,97.8,97.3,54.9,0.68,92.5,72.8,44.3,17.5,42.9,103.6,90.0,49.1,1.43,90.0
11052,1,87.9,42.9,18.3,37.5,101.8,112.5,51.8,1.11,98.59,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11083,1,77.5,44.6,16.7,36.0,103.9,108.3,49.5,1.49,88.68,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11104,0,80.8,47.4,15.4,35.0,110.0,103.3,48.2,1.89,90.79,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11120,0,78.4,51.0,12.4,41.6,110.1,100.2,49.1,1.96,90.97,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11134,1,80.5,45.1,14.5,30.9,105.4,109.5,51.4,1.27,94.5,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11159,1,84.5,47.5,23.9,37.1,111.7,114.3,46.5,1.62,96.31,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11176,1,76.7,48.0,16.7,35.5,105.6,105.2,52.8,1.44,92.29,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11197,0,83.3,44.3,23.8,35.3,104.1,99.6,51.3,1.49,94.63,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11227,1,80.4,46.3,14.1,34.9,103.3,104.8,49.4,1.58,93.86,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11251,1,84.1,44.6,17.7,34.3,103.7,109.7,50.2,1.27,93.28,77.1,46.7,16.9,33.8,109.8,105.4,49.5,1.5,92.74
11266,1,80.4,45.2,18.1,38.4,104.5,108.5,48.4,1.54,89.85,77.0,49.0,17.5,40.7,111.7,97.4,52.3,1.5,91.44
11289,1,77.2,46.0,16.4,36.0,102.7,101.4,49.4,1.65,90.56,77.0,49.0,17.5,40.7,111.7,97.4,52.3,1.5,91.44
11356,1,77.9,44.5,13.9,31.5,101.5,102.1,52.1,1.43,89.82,77.0,49.0,17.5,40.7,111.7,97.4,52.3,1.5,91.44
11372,1,81.9,41.3,21.9,32.8,98.6,113.1,47.8,1.61,93.19,77.0,49.0,17.5,40.7,111.7,97.4,52.3,1.5,91.44
11411,0,78.1,47.6,20.8,37.1,107.0,101.9,49.9,1.77,92.64,77.0,49.0,17.5,40.7,111.7,97.4,52.3,1.5,91.44
11458,1,84.8,47.5,25.1,40.2,109.6,108.3,46.3,1.59,97.76,77.0,49.0,17.5,40.7,111.7,97.4,52.3,1.5,91.44
11487,1,84.3,47.8,21.8,39.8,110.3,110.7,46.9,1.58,95.93,79.1,46.2,20.6,37.5,108.7,105.3,50.9,1.29,91.84
11506,1,78.4,45.7,15.4,35.8,104.3,103.0,50.1,1.54,89.86,79.1,46.2,20.6,37.5,108.7,105.3,50.9,1.29,91.84
11611,0,80.4,45.3,22.1,35.9,108.2,106.2,50.0,1.53,91.08,79.1,46.2,20.6,37.5,108.7,105.3,50.9,1.29,91.84
11643,1,83.9,46.0,12.4,28.6,102.5,112.7,47.0,1.66,93.19,79.1,46.2,20.6,37.5,108.7,105.3,50.9,1.29,91.84
11686,1,80.1,44.2,15.5,36.1,106.1,111.1,48.9,1.69,88.12,79.1,46.2,20.6,37.5,108.7,105.3,50.9,1.29,91.84
11710,1,81.3,42.0,16.8,33.1,97.1,114.9,47.9,1.32,95.69,79.1,46.2,20.6,37.5,108.7,105.3,50.9,1.29,91.84
11754,1,78.4,44.0,18.3,34.0,100.8,110.5,48.0,1.24,92.81,78.4,49.0,17.4,33.0,110.5,103.4,50.7,1.41,93.42
11769,1,84.1,45.4,17.4,36.3,108.8,105.5,51.8,1.15,95.74,78.4,49.0,17.4,33.0,110.5,103.4,50.7,1.41,93.42
11841,1,82.7,45.9,12.8,33.1,102.4,110.8,51.1,1.14,98.15,78.4,49.0,17.4,33.0,110.5,103.4,50.7,1.41,93.42
11866,1,85.0,44.6,13.2,37.3,99.6,111.1,48.1,1.32,95.25,78.4,49.0,17.4,33.0,110.5,103.4,50.7,1.41,93.42
11887,0,83.6,45.2,25.4,33.9,106.9,106.9,48.8,1.48,97.1,78.4,49.0,17.4,33.0,110.5,103.4,50.7,1.41,93.42
11912,0,75.5,46.2,25.4,39.4,105.9,103.5,51.4,1.2,90.58,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
11931,0,79.7,45.8,20.1,36.1,110.9,98.4,54.1,1.74,88.27,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
11951,0,78.9,46.2,19.9,35.4,110.9,104.4,51.5,1.65,87.28,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
11964,1,85.8,44.6,18.2,32.9,111.3,100.5,50.8,2.12,88.75,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
11976,1,81.5,49.7,10.9,28.8,111.9,108.1,51.8,1.86,90.46,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
11994,1,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
12007,0,80.3,48.3,18.5,39.2,112.5,102.1,50.6,1.6,92.81,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
12031,1,81.7,48.7,22.4,40.5,113.2,100.1,54.2,1.73,95.88,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
12073,1,87.3,46.3,16.4,39.3,105.9,104.5,48.7,1.92,94.39,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
12091,1,85.8,46.0,22.1,40.1,113.1,105.6,49.6,1.93,95.18,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27
12169,0,79.9,44.6,18.4,30.6,100.1,99.1,46.4,1.43,91.49,74.3,50.8,17.3,37.2,112.7,98.9,55.2,1.33,90.21
12184,1,80.1,47.7,12.5,35.0,106.3,112.4,48.3,2.06,88.72,74.3,50.8,17.3,37.2,112.7,98.9,55.2,1.33,90.21
12196,1,73.9,48.6,11.5,39.1,101.5,101.0,49.3,1.38,91.0,74.3,50.8,17.3,37.2,112.7,98.9,55.2,1.33,90.21
